intern_id,sprints_done,sprints_total,tasks_completed,tasks_assigned,meetings_attended,meetings_total,code_review_score,deadline_met_percentage,attendance_percentage,punctuality,performance
RX3839,2,4,4,9,11,15,54.81,82.21,95.4,1,medium
RX3840,2,5,7,8,16,19,65.91,43.1,100.0,1,medium
RX3841,1,5,3,11,9,16,51.73,25.26,65.25,1,low
RX3842,5,5,7,8,22,24,55.69,78.28,84.02,1,high
RX3843,3,4,9,12,17,23,43.32,62.41,39.07,1,high
RX3844,5,7,5,11,15,18,28.84,50.6,,1,medium
RX3845,4,6,7,11,13,17,100.0,77.23,54.01,0,high
RX3846,2,4,11,12,20,23,100.0,83.0,100.0,1,medium
RX3847,1,7,4,14,4,18,51.24,65.71,4.66,0,low
RX3848,2,4,9,12,12,23,0.44,31.92,78.25,0,medium
RX3849,2,4,7,14,20,23,63.83,26.92,36.66,0,medium
RX3850,5,7,9,11,16,17,100.0,90.61,100.0,1,high
RX3851,4,7,12,14,14,16,46.75,68.75,60.96,1,high
RX3852,3,7,2,13,4,16,,26.94,82.17,0,low
RX3853,3,5,7,8,15,21,66.07,64.5,81.6,0,high
RX3854,4,7,9,12,17,23,53.4,65.24,82.68,0,high
RX3855,5,6,11,13,17,21,39.52,53.28,54.74,0,medium
RX3856,4,7,13,13,20,20,81.27,59.61,78.02,1,high
RX3857,3,5,9,13,17,24,78.05,57.61,68.01,1,high
RX3858,1,4,6,11,10,16,71.1,82.92,31.24,1,low
RX3859,5,6,8,8,21,22,62.69,74.17,61.7,0,high
RX3860,2,6,4,8,8,21,69.43,70.34,18.14,1,low
RX3861,3,6,6,14,2,20,0.0,18.05,65.12,1,low
RX3862,1,4,1,10,5,20,15.62,67.48,75.17,0,low
RX3863,3,5,7,10,10,17,43.41,32.42,37.94,0,medium
RX3864,5,7,12,14,21,21,46.88,48.79,75.87,0,high
RX3865,1,5,8,13,8,24,21.4,35.93,82.38,0,low
RX3866,1,7,2,13,1,22,32.29,0.0,4.75,0,low
RX3867,2,7,1,9,1,20,73.82,49.22,100.0,1,low
RX3868,1,7,4,10,10,23,80.89,81.14,52.77,0,low
RX3869,2,4,5,10,14,21,,85.65,59.91,0,medium
RX3870,1,6,7,14,7,22,67.93,76.28,100.0,1,low
RX3871,2,4,7,9,15,20,100.0,38.15,69.9,0,medium
RX3872,5,5,9,11,15,16,100.0,49.23,68.97,1,high
RX3873,2,7,6,12,3,23,0.0,85.44,39.27,0,low
RX3874,3,5,9,14,14,18,68.18,45.59,33.7,1,medium
RX3875,3,6,4,8,2,18,30.56,28.73,95.03,1,low
RX3876,6,7,10,11,11,21,53.62,72.9,49.65,0,medium
RX3877,2,4,9,12,18,21,74.66,100.0,55.51,1,high
RX3878,4,4,7,11,17,21,68.33,77.44,76.06,0,high
RX3879,2,6,5,10,7,16,16.98,35.12,92.76,0,low
RX3880,3,4,11,12,16,24,0.0,39.67,53.21,0,medium
RX3881,2,4,12,13,19,21,100.0,71.4,79.99,1,high
RX3882,4,6,13,14,15,17,79.28,93.32,19.94,1,medium
RX3883,4,5,10,12,10,18,0.0,23.24,44.93,1,medium
RX3884,4,5,11,13,14,15,50.74,36.8,35.44,1,medium
RX3885,1,4,6,10,4,16,41.05,0.0,71.93,0,low
RX3886,4,6,6,10,15,18,35.93,100.0,65.5,1,medium
RX3887,3,6,6,11,11,21,,44.43,83.82,1,medium
RX3888,1,4,4,8,7,15,74.24,65.43,,0,low
RX3889,2,5,12,14,16,24,100.0,49.36,54.51,1,medium
RX3890,2,4,5,8,18,22,17.2,94.46,63.79,0,medium
RX3891,1,5,6,10,5,24,79.47,19.54,33.59,1,low
RX3892,3,6,4,8,11,18,,52.07,46.83,1,medium
RX3893,4,7,6,10,19,24,100.0,90.44,73.66,0,medium
RX3894,2,5,8,13,11,16,97.96,35.31,,0,medium
RX3895,5,6,12,14,16,18,94.7,99.58,71.55,1,high
RX3896,1,4,1,10,4,18,41.94,11.23,13.59,1,low
RX3897,5,6,5,8,18,22,42.76,51.92,91.43,0,medium
RX3898,3,5,5,9,15,24,7.32,64.42,6.68,1,medium
RX3899,2,4,12,14,19,23,62.59,66.57,92.91,1,high
RX3900,2,5,7,14,21,22,42.97,55.78,100.0,0,medium
RX3901,2,4,8,12,23,24,43.69,69.88,83.19,1,medium
RX3902,2,4,6,11,22,24,95.22,100.0,92.51,1,medium
RX3903,3,5,8,11,12,17,34.69,88.06,89.03,1,high
RX3904,1,7,6,11,9,18,42.74,23.91,36.33,0,low
RX3905,2,4,4,8,15,16,47.61,82.02,76.02,0,medium
RX3906,7,7,6,8,16,19,100.0,100.0,87.64,0,high
RX3907,4,5,7,11,12,16,0.0,77.93,77.98,1,medium
RX3908,3,5,13,13,19,24,83.6,76.12,,1,high
RX3909,3,5,11,11,14,16,68.64,96.36,95.12,1,high
RX3910,1,6,6,10,11,24,,0.0,36.35,0,low
RX3911,3,5,7,8,10,20,84.59,57.22,83.59,0,medium
RX3912,4,4,7,8,16,22,49.03,54.15,89.44,1,high
RX3913,1,7,1,10,2,19,85.0,100.0,6.31,0,low
RX3914,2,5,7,12,13,17,41.55,87.31,,0,medium
RX3915,1,6,5,9,5,18,6.09,22.15,85.26,0,low
RX3916,2,5,3,8,2,19,61.74,87.96,53.47,0,low
RX3917,1,6,5,10,2,21,17.61,31.31,100.0,0,low
RX3918,4,7,4,9,8,16,53.5,66.96,90.04,1,medium
RX3919,5,5,8,10,17,20,73.08,81.43,100.0,1,high
RX3920,4,7,9,10,10,20,17.97,99.43,100.0,1,medium
RX3921,4,5,9,11,15,21,25.35,53.85,18.4,0,medium
RX3922,3,4,6,10,20,24,38.98,76.55,31.32,0,medium
RX3923,2,4,7,9,11,16,27.27,52.57,100.0,1,medium
RX3924,3,4,4,8,13,24,100.0,57.79,55.2,0,medium
RX3925,4,5,10,11,18,20,73.82,70.77,52.07,1,medium
RX3926,3,7,2,9,7,17,47.66,1.78,79.71,1,low
RX3927,2,4,9,13,11,17,83.01,100.0,,0,medium
RX3928,4,7,9,12,18,24,85.56,72.08,100.0,0,medium
RX3929,3,4,9,10,14,21,59.22,100.0,89.35,1,high
RX3930,2,5,8,13,18,20,52.79,62.55,47.36,1,medium
RX3931,2,4,9,13,14,16,,96.3,39.84,1,medium
RX3932,5,5,6,8,18,23,82.32,44.6,100.0,1,high
RX3933,2,5,8,10,17,24,44.91,46.15,73.38,1,medium
RX3934,1,4,3,14,9,15,92.63,29.69,24.71,0,low
RX3935,3,6,5,10,18,19,75.26,30.55,47.95,1,medium
RX3936,1,6,4,12,12,19,33.43,20.81,89.6,0,low
RX3937,5,5,10,12,15,16,69.56,74.87,100.0,1,high
RX3938,2,5,5,11,9,17,80.69,53.61,41.95,0,medium
RX3939,1,5,4,13,1,16,39.3,53.55,45.29,0,low
RX3940,3,7,6,11,3,18,37.79,100.0,88.01,1,low
RX3941,5,6,7,8,8,15,38.07,61.01,51.73,1,medium
RX3942,2,4,5,11,21,24,73.15,81.66,64.87,0,medium
RX3943,6,7,7,10,18,21,44.29,84.51,67.4,0,high
RX3944,1,4,6,13,11,20,40.31,14.76,52.58,0,low
RX3945,5,6,10,13,16,17,52.98,58.28,31.19,1,high
RX3946,4,6,9,12,16,23,28.25,95.58,63.67,0,medium
RX3947,4,6,5,8,16,24,64.26,63.25,52.12,1,medium
RX3948,4,7,6,9,19,23,14.91,71.56,54.3,1,medium
RX3949,1,4,3,9,9,24,15.9,85.12,68.74,0,low
RX3950,1,5,2,9,6,24,79.13,72.55,0.0,0,low
RX3951,2,5,7,14,14,16,91.18,90.34,100.0,0,medium
RX3952,4,7,12,14,24,24,74.15,72.21,94.57,1,high
RX3953,1,4,7,12,6,17,97.3,95.42,45.16,0,low
RX3954,3,6,8,10,9,16,,54.76,79.67,1,medium
RX3955,4,6,8,11,18,24,79.04,100.0,59.76,1,high
RX3956,5,6,9,10,9,16,,47.25,25.18,1,medium
RX3957,1,4,7,13,2,22,62.13,82.0,40.03,0,low
RX3958,1,4,7,13,9,15,100.0,73.34,16.71,0,low
RX3959,6,6,5,8,18,22,60.32,48.81,66.31,1,high
RX3960,1,4,8,14,6,21,60.85,62.94,34.18,0,low
RX3961,4,6,9,12,9,17,100.0,61.52,45.73,1,medium
RX3962,2,4,7,8,9,17,51.44,57.91,100.0,1,medium
RX3963,4,4,11,14,18,24,58.5,77.5,33.31,1,high
RX3964,2,4,11,13,9,16,84.75,82.14,78.66,1,medium
RX3965,5,6,9,12,17,24,71.3,36.78,62.98,0,medium
RX3966,1,4,1,12,10,20,8.67,72.67,69.65,0,low
RX3967,4,5,4,8,15,22,59.36,100.0,91.86,0,medium
RX3968,2,4,8,10,12,18,90.51,70.68,49.7,1,high
RX3969,3,5,6,13,11,17,47.89,93.25,81.46,1,medium
RX3970,2,5,4,9,11,16,56.37,75.12,22.42,1,medium
RX3971,3,5,7,9,16,16,69.81,77.52,62.26,0,high
RX3972,5,7,5,8,11,15,,97.06,100.0,1,high
RX3973,3,7,9,11,15,16,83.99,61.45,67.08,0,medium
RX3974,2,5,3,14,6,23,100.0,32.28,72.65,0,low
RX3975,5,5,12,13,18,19,20.51,100.0,36.98,1,high
RX3976,4,5,7,14,15,21,60.36,100.0,52.01,1,medium
RX3977,4,7,5,8,20,20,54.54,100.0,100.0,1,high
RX3978,4,5,4,8,10,20,62.98,49.02,89.28,0,medium
RX3979,2,5,7,14,11,22,0.0,100.0,66.97,0,medium
RX3980,2,5,4,9,23,24,39.8,76.97,100.0,0,medium
RX3981,4,5,4,9,10,15,37.55,70.41,30.22,0,medium
RX3982,3,6,10,11,14,20,96.19,76.41,96.68,1,medium
RX3983,2,5,7,12,14,23,,100.0,64.21,0,medium
RX3984,3,7,6,9,7,15,70.09,64.05,100.0,0,medium
RX3985,5,6,5,11,11,16,77.27,95.84,88.31,0,medium
RX3986,5,5,13,13,21,23,91.42,77.29,42.03,1,high
RX3987,1,6,6,10,8,20,77.55,43.68,62.97,1,low
RX3988,1,6,4,11,6,23,52.91,55.57,7.98,1,low
RX3989,5,5,5,8,15,21,70.64,50.44,44.81,1,high
RX3990,6,7,14,14,17,17,37.84,90.47,100.0,1,high
RX3991,5,5,10,10,17,20,72.86,60.71,95.79,1,high
RX3992,4,7,10,12,15,23,,40.69,68.36,0,medium
RX3993,5,5,10,11,22,24,47.06,79.38,100.0,1,high
RX3994,3,5,12,14,18,24,89.49,42.97,55.99,1,high
RX3995,4,6,6,10,10,20,59.21,78.7,,1,medium
RX3996,3,5,10,10,14,15,48.87,82.8,65.94,1,high
RX3997,3,5,10,12,15,17,100.0,65.15,46.77,1,high
RX3998,1,4,5,10,6,17,71.6,50.76,77.01,0,low
RX3999,1,4,8,13,3,17,66.78,46.98,100.0,1,low
RX4000,3,5,10,12,9,18,77.62,18.59,95.06,0,medium
RX4001,5,6,8,13,19,21,77.34,97.89,83.62,0,medium
RX4002,6,7,6,13,20,22,80.11,53.14,56.05,0,medium
RX4003,2,5,5,9,6,18,27.61,0.0,24.8,1,low
RX4004,2,7,4,12,2,19,66.71,26.41,94.44,0,low
RX4005,5,7,7,9,11,17,44.55,62.04,32.0,1,medium
RX4006,2,5,5,10,7,19,37.94,63.21,20.47,0,low
RX4007,3,4,9,14,19,22,44.82,64.42,54.46,1,medium
RX4008,3,7,1,13,9,21,23.04,45.16,48.82,1,low
RX4009,3,6,5,10,22,24,68.64,63.04,23.45,1,medium
RX4010,2,7,2,12,1,19,4.48,55.76,17.82,1,low
RX4011,2,7,3,10,2,21,72.33,60.17,44.7,0,low
RX4012,5,7,5,8,19,21,89.84,51.88,100.0,1,high
RX4013,5,7,5,10,18,23,97.59,81.39,69.34,0,medium
RX4014,1,7,6,11,10,18,100.0,66.89,21.45,0,low
RX4015,3,5,10,10,18,22,54.13,86.3,60.74,1,high
RX4016,2,7,3,9,10,20,66.73,85.42,50.57,0,low
RX4017,6,6,10,12,13,18,73.68,95.61,,1,high
RX4018,2,5,13,14,13,17,89.48,55.91,71.23,1,medium
RX4019,5,5,10,14,22,22,87.02,48.47,68.9,1,high
RX4020,5,7,8,8,18,20,72.96,84.92,100.0,1,high
RX4021,7,7,8,8,19,20,81.97,81.46,96.6,1,high
RX4022,6,7,13,13,13,18,98.41,93.44,69.65,1,high
RX4023,3,5,8,11,8,16,70.17,35.51,75.34,0,medium
RX4024,3,7,5,12,3,18,88.96,53.05,43.57,0,low
RX4025,2,4,7,10,11,17,66.94,79.88,,1,medium
RX4026,5,6,11,13,9,17,58.06,100.0,59.13,1,medium
RX4027,7,7,7,10,22,22,78.73,48.1,100.0,1,high
RX4028,5,6,8,8,19,20,91.48,94.36,73.77,1,high
RX4029,1,4,2,12,11,24,51.26,41.09,55.95,0,low
RX4030,6,6,10,14,17,20,72.8,93.21,70.12,1,high
RX4031,3,4,7,10,15,20,82.3,63.07,84.27,0,high
RX4032,1,4,2,13,5,19,39.32,80.3,2.72,1,low
RX4033,3,5,10,11,14,16,93.66,74.47,69.9,1,high
RX4034,4,6,6,8,16,17,64.3,31.11,48.24,0,medium
RX4035,4,4,6,9,13,19,87.96,69.61,100.0,1,high
RX4036,2,4,5,8,9,18,73.83,71.9,76.82,0,medium
RX4037,2,4,13,14,14,16,96.66,81.14,69.89,1,high
RX4038,3,7,8,14,5,17,52.82,53.97,90.76,1,low
RX4039,1,4,2,9,3,24,0.93,0.0,99.86,0,low
RX4040,2,6,3,9,3,20,65.81,100.0,63.23,1,low
RX4041,3,6,3,8,7,21,16.21,12.52,32.71,0,low
RX4042,1,7,3,9,9,22,79.78,45.6,94.74,0,low
RX4043,5,6,13,13,18,22,59.05,60.6,71.45,1,high
RX4044,4,7,7,11,16,24,,50.23,44.4,0,medium
RX4045,5,7,7,9,13,18,54.81,50.3,74.5,1,high
RX4046,3,4,9,12,16,23,30.26,55.09,64.55,0,medium
RX4047,2,4,11,11,17,17,75.02,100.0,100.0,1,high
RX4048,3,5,9,14,14,17,0.86,100.0,42.44,1,medium
RX4049,7,7,8,8,11,17,84.59,77.98,69.18,0,high
RX4050,4,7,9,12,14,20,53.83,68.96,100.0,1,high
RX4051,4,5,6,8,13,19,100.0,100.0,69.6,1,high
RX4052,4,4,9,12,11,16,73.52,51.62,97.65,1,high
RX4053,2,6,3,9,7,16,18.7,100.0,61.96,1,low
RX4054,1,4,6,13,8,17,50.11,51.53,61.02,0,low
RX4055,1,4,6,14,6,15,54.45,74.2,83.24,1,low
RX4056,4,7,6,8,12,18,54.22,70.11,77.2,1,high
RX4057,2,7,4,11,11,18,0.0,12.99,,1,low
RX4058,4,6,12,13,12,21,94.19,29.02,53.08,1,medium
RX4059,3,6,10,14,14,20,32.27,88.85,72.47,1,medium
RX4060,2,6,7,13,1,15,94.45,94.41,100.0,0,low
RX4061,3,5,6,13,13,18,0.0,100.0,83.64,0,medium
RX4062,4,5,9,10,14,15,45.37,71.38,91.92,0,high
RX4063,3,6,3,11,3,20,4.39,81.0,21.15,0,low
RX4064,2,7,6,10,2,20,79.51,71.77,59.36,0,low
RX4065,3,6,2,12,7,18,3.75,69.22,54.64,1,low
RX4066,5,6,8,12,22,24,0.52,48.74,52.48,0,high
RX4067,4,6,10,13,13,15,74.09,90.24,82.56,0,medium
RX4068,4,4,6,8,11,17,43.69,86.92,69.21,1,high
RX4069,2,4,7,14,16,22,71.53,62.74,60.81,1,medium
RX4070,4,5,9,13,18,23,23.9,83.58,73.07,1,high
RX4071,3,6,8,13,13,22,76.44,57.06,100.0,0,medium
RX4072,4,7,9,13,16,17,95.03,68.69,96.78,0,high
RX4073,4,6,6,9,13,15,63.65,80.64,81.91,1,high
RX4074,1,4,5,10,9,15,73.64,29.97,56.27,0,low
RX4075,5,6,4,9,10,18,100.0,65.18,57.27,0,medium
RX4076,3,6,4,9,10,16,44.29,31.46,68.55,0,medium
RX4077,4,5,7,11,15,18,82.61,100.0,66.73,1,medium
RX4078,4,5,6,8,19,21,86.86,52.47,64.52,1,high
RX4079,2,4,11,12,20,20,69.02,62.62,73.7,1,high
RX4080,1,4,3,11,12,22,30.7,39.84,70.07,0,low
RX4081,2,5,8,12,17,20,81.19,32.8,39.88,0,medium
RX4082,5,5,6,9,15,22,67.75,76.45,91.24,1,high
RX4083,1,4,2,14,7,18,32.93,24.81,65.64,0,low
RX4084,3,6,6,12,11,15,51.74,64.27,24.95,0,medium
RX4085,1,4,1,9,5,18,,40.8,35.74,1,low
RX4086,4,4,11,11,13,17,93.16,100.0,72.65,0,high
RX4087,4,7,8,8,14,16,72.7,93.52,100.0,1,high
RX4088,4,6,9,9,15,17,55.59,67.22,85.72,1,high
RX4089,2,4,7,14,20,24,83.08,24.35,60.32,0,medium
RX4090,3,7,6,11,16,24,,24.56,100.0,1,medium
RX4091,3,7,6,12,14,15,76.4,9.35,85.1,1,medium
RX4092,4,6,9,13,11,23,79.07,100.0,77.36,0,medium
RX4093,4,5,10,12,14,20,53.13,86.48,71.92,1,high
RX4094,2,4,11,14,10,17,100.0,91.12,100.0,0,medium
RX4095,3,6,4,11,9,22,0.0,97.32,52.26,0,low
RX4096,2,5,8,12,16,23,33.74,75.68,63.46,1,medium
RX4097,5,7,9,12,14,17,40.69,81.21,73.67,0,high
RX4098,4,7,9,11,19,19,86.53,93.93,93.67,1,high
RX4099,3,6,5,10,3,18,77.64,98.63,30.42,0,low
RX4100,3,6,2,9,6,19,38.82,65.96,43.46,1,low
RX4101,4,6,9,13,15,19,100.0,88.57,,1,high
RX4102,4,5,6,8,17,23,13.72,86.63,,1,medium
RX4103,3,4,7,8,15,19,26.56,69.85,72.93,1,medium
RX4104,5,5,6,8,18,18,98.82,77.93,93.42,1,high
RX4105,6,7,9,12,18,21,91.89,86.23,,1,high
RX4106,5,7,9,10,14,17,67.39,76.4,94.44,0,high
RX4107,4,5,11,14,11,16,,70.02,81.86,1,high
RX4108,3,5,7,12,17,20,73.84,97.63,74.59,0,medium
RX4109,1,6,5,9,5,15,40.41,56.57,100.0,0,low
RX4110,1,6,3,11,3,18,14.58,42.87,74.43,0,low
RX4111,1,4,1,10,5,20,57.75,79.15,85.05,0,low
RX4112,4,7,6,13,12,16,69.25,66.92,77.0,0,medium
RX4113,2,5,9,13,15,19,66.69,48.4,60.92,1,medium
RX4114,4,4,8,10,12,16,46.01,90.28,100.0,1,high
RX4115,5,6,11,14,11,15,71.49,97.28,76.87,0,high
RX4116,2,5,6,12,2,19,88.72,0.0,40.27,1,low
RX4117,4,6,7,13,9,18,61.26,54.16,56.83,0,medium
RX4118,4,6,7,9,12,17,69.81,38.98,62.72,0,high
RX4119,2,7,5,10,3,20,38.89,76.41,41.06,1,low
RX4120,2,5,4,8,8,16,66.89,99.27,35.38,0,medium
RX4121,2,5,4,10,5,20,71.95,79.24,26.85,0,low
RX4122,2,7,2,12,7,23,,39.17,52.42,0,low
RX4123,1,4,7,13,13,20,29.05,19.33,93.63,0,low
RX4124,1,4,8,14,3,17,59.17,44.49,72.87,0,low
RX4125,2,5,4,11,5,22,76.21,18.92,64.09,0,low
RX4126,4,5,13,14,10,18,68.23,87.06,79.65,0,medium
RX4127,4,5,11,13,14,19,100.0,67.06,18.33,1,high
RX4128,4,5,8,10,8,17,57.89,62.65,94.96,1,medium
RX4129,3,5,9,11,10,15,7.85,35.88,47.38,0,medium
RX4130,1,5,3,14,3,24,57.1,18.91,100.0,0,low
RX4131,5,6,8,11,13,15,30.72,53.98,32.69,0,medium
RX4132,1,4,1,8,4,21,35.84,50.15,94.53,0,low
RX4133,3,6,6,9,14,15,62.52,68.23,61.58,1,medium
RX4134,6,7,8,9,9,19,,63.24,71.0,1,medium
RX4135,2,5,1,14,2,18,,87.77,100.0,1,low
RX4136,6,7,6,9,19,20,,54.05,100.0,1,high
RX4137,6,7,6,9,8,15,35.24,100.0,,1,medium
RX4138,2,4,7,10,17,20,28.2,87.73,89.66,1,high
RX4139,4,6,9,11,16,23,79.97,70.05,72.98,0,high
RX4140,4,5,7,11,13,21,91.63,52.99,48.72,1,medium
RX4141,3,7,6,10,20,21,31.35,100.0,65.15,0,medium
RX4142,4,7,14,14,15,16,81.9,77.66,100.0,1,high
RX4143,2,5,7,8,13,21,40.16,96.38,75.68,1,medium
RX4144,3,4,5,11,15,16,64.73,52.39,72.82,0,medium
RX4145,1,6,1,8,3,17,0.0,61.98,81.59,0,low
RX4146,4,6,7,8,11,23,,25.12,33.24,0,medium
RX4147,3,6,12,14,13,21,34.42,65.08,,0,medium
RX4148,4,7,6,10,16,17,69.47,25.13,42.64,0,medium
RX4149,6,7,9,13,17,18,70.04,66.09,0.0,0,medium
RX4150,3,6,9,12,12,18,68.42,44.56,30.05,0,medium
RX4151,2,5,3,13,8,18,59.62,91.15,3.38,0,low
RX4152,1,7,4,8,12,19,,19.32,63.37,0,low
RX4153,2,5,2,8,1,20,72.42,86.35,42.19,1,low
RX4154,2,6,6,11,11,20,37.4,33.91,100.0,1,low
RX4155,1,7,3,9,5,18,25.6,37.91,80.63,0,low
RX4156,1,7,3,8,6,23,57.31,32.47,69.47,0,low
RX4157,6,7,9,13,9,19,0.0,27.07,45.81,1,medium
RX4158,3,5,8,11,10,16,64.93,34.95,65.64,0,medium
RX4159,1,6,1,10,4,15,100.0,0.0,0.0,1,low
RX4160,2,6,6,11,4,22,22.45,100.0,100.0,1,low
RX4161,3,5,7,11,14,19,44.09,58.41,51.06,0,medium
RX4162,3,5,12,12,21,23,70.28,77.57,94.57,1,high
RX4163,3,4,11,14,10,21,57.58,65.07,45.27,1,medium
RX4164,3,7,1,9,4,21,60.43,47.84,20.7,0,low
RX4165,4,5,9,14,21,24,100.0,59.83,83.79,1,high
RX4166,5,5,8,9,18,24,83.4,73.38,53.19,1,high
RX4167,2,5,6,14,8,22,100.0,77.51,62.8,1,low
RX4168,2,5,6,10,12,17,77.99,90.33,13.09,0,medium
RX4169,1,4,3,13,9,21,0.0,78.39,33.88,1,low
RX4170,1,7,4,13,15,24,41.97,9.02,0.0,1,low
RX4171,3,7,10,11,16,17,69.23,65.97,62.54,1,medium
RX4172,5,7,10,14,14,16,62.33,61.09,83.16,1,high
RX4173,6,7,12,13,13,18,64.95,67.55,87.11,1,high
RX4174,3,7,5,10,1,15,52.54,15.94,65.87,0,low
RX4175,4,6,9,9,15,22,75.68,52.6,100.0,1,high
RX4176,3,7,9,11,17,18,96.07,98.0,67.46,0,medium
RX4177,6,7,7,9,20,20,100.0,54.85,87.07,1,high
RX4178,6,7,7,13,18,20,61.42,100.0,85.58,1,medium
RX4179,4,6,7,8,14,24,56.14,41.7,75.92,1,medium
RX4180,3,4,12,14,16,24,100.0,100.0,47.38,0,medium
RX4181,2,4,9,11,15,18,90.27,100.0,54.84,1,high
RX4182,3,6,10,12,19,24,100.0,73.64,48.11,1,medium
RX4183,2,6,7,13,10,21,22.75,45.6,55.35,0,low
RX4184,5,7,7,11,19,19,100.0,100.0,,1,high
RX4185,4,6,8,8,13,15,95.83,81.75,75.9,1,high
RX4186,2,4,8,10,15,16,82.36,35.6,58.3,0,medium
RX4187,1,5,4,14,10,21,54.86,26.75,26.85,0,low
RX4188,5,5,8,9,15,21,53.76,72.79,45.82,1,high
RX4189,2,7,5,14,1,15,0.0,80.33,14.26,0,low
RX4190,5,6,7,10,8,16,89.65,50.88,67.7,1,medium
RX4191,1,6,5,10,1,19,55.27,50.54,93.76,0,low
RX4192,2,7,5,11,13,20,64.27,6.55,,1,low
RX4193,2,6,6,13,10,16,100.0,55.86,51.38,0,low
RX4194,4,7,7,9,12,18,79.63,81.05,100.0,1,high
RX4195,3,5,11,13,22,23,95.58,72.84,96.78,0,medium
RX4196,2,7,1,11,12,23,100.0,45.51,34.1,0,low
RX4197,4,5,7,8,14,20,53.55,59.27,67.64,1,high
RX4198,3,6,9,10,14,17,57.68,48.76,72.04,0,medium
RX4199,5,6,12,14,11,21,95.1,53.63,78.24,0,medium
RX4200,2,4,7,9,22,24,100.0,70.96,62.7,0,high
RX4201,2,5,6,11,3,15,30.49,73.45,74.38,0,low
RX4202,5,5,8,10,16,18,96.72,90.69,61.04,1,high
RX4203,1,4,1,11,5,23,100.0,56.86,96.99,0,low
RX4204,3,6,7,13,4,19,92.62,100.0,69.68,1,low
RX4205,1,6,2,8,9,17,9.69,41.16,42.94,1,low
RX4206,4,7,12,14,16,18,48.93,59.6,45.48,1,medium
RX4207,2,7,3,12,7,24,54.11,18.96,94.5,0,low
RX4208,1,5,1,12,9,24,100.0,64.1,0.0,0,low
RX4209,5,6,11,14,18,22,57.39,63.8,18.76,0,medium
RX4210,2,5,2,10,8,22,,60.61,79.57,1,low
RX4211,1,6,3,10,3,19,20.51,37.94,100.0,0,low
RX4212,4,6,11,13,20,20,59.35,66.71,100.0,1,high
RX4213,6,7,5,8,13,17,67.1,45.63,100.0,0,high
RX4214,4,4,7,9,24,24,73.4,72.47,48.32,1,high
RX4215,2,5,1,11,8,21,42.16,99.41,,0,low
RX4216,4,6,6,13,18,21,100.0,50.78,,1,medium
RX4217,5,6,5,10,17,22,60.94,58.79,95.14,0,medium
RX4218,5,6,5,8,18,20,74.47,100.0,50.2,0,medium
RX4219,5,7,10,12,16,17,61.51,87.88,91.65,1,high
RX4220,3,5,7,8,10,15,72.49,39.73,63.11,1,high
RX4221,3,4,11,12,18,20,77.7,45.43,83.41,1,high
RX4222,3,4,5,8,17,22,100.0,96.6,53.5,1,high
RX4223,7,7,8,9,18,19,54.57,82.65,100.0,1,high
RX4224,3,4,7,14,20,23,53.15,56.91,75.44,1,medium
RX4225,5,6,9,9,12,16,74.72,55.42,58.38,0,high
RX4226,1,4,5,11,13,20,25.81,100.0,53.31,0,low
RX4227,1,5,1,9,3,21,21.73,21.14,13.15,0,low
RX4228,2,4,6,8,12,24,29.48,71.79,24.55,0,medium
RX4229,4,4,8,11,15,19,74.84,67.8,57.4,1,high
RX4230,2,4,6,9,14,20,100.0,73.04,57.33,0,medium
RX4231,4,7,7,10,10,15,54.07,64.74,77.12,0,medium
RX4232,3,7,4,9,4,24,87.03,46.23,100.0,1,low
RX4233,6,7,7,10,15,23,62.54,38.11,56.75,1,medium
RX4234,3,5,8,9,9,15,45.2,82.67,49.59,0,medium
RX4235,5,6,7,10,17,21,47.95,68.23,94.62,1,high
RX4236,7,7,13,13,16,17,100.0,70.44,67.68,1,high
RX4237,5,6,9,11,11,23,88.94,56.46,25.44,1,medium
RX4238,1,4,7,14,10,19,54.32,51.06,0.0,0,low
RX4239,3,4,12,14,15,21,31.81,70.25,100.0,1,high
RX4240,1,4,3,10,11,22,4.82,43.65,100.0,0,low
RX4241,6,6,12,13,16,21,43.44,71.44,100.0,1,high
RX4242,5,7,5,9,9,18,35.95,72.8,25.95,1,medium
RX4243,2,6,4,8,8,16,67.33,70.93,21.15,1,low
RX4244,1,5,6,10,6,20,37.5,37.57,,0,low
RX4245,1,5,1,13,4,17,100.0,28.23,38.43,0,low
RX4246,4,4,12,14,22,23,62.85,94.6,62.58,1,high
RX4247,4,7,10,14,17,22,90.16,54.39,66.87,1,high
RX4248,4,5,7,8,20,20,,89.73,100.0,1,high
RX4249,6,7,5,9,10,18,56.39,32.6,62.65,0,medium
RX4250,3,5,6,9,14,18,68.13,70.8,,1,medium
RX4251,5,6,9,13,17,22,80.96,71.7,70.47,1,high
RX4252,2,4,8,12,11,15,,68.87,96.22,1,high
RX4253,2,4,11,14,8,15,69.55,44.14,50.09,1,medium
RX4254,7,7,9,11,16,22,72.59,70.07,80.48,1,high
RX4255,4,7,9,14,18,23,56.16,53.83,77.99,1,high
RX4256,6,7,5,8,14,22,75.45,18.07,24.46,1,medium
RX4257,2,4,8,10,14,15,100.0,59.45,65.39,0,medium
RX4258,1,7,1,8,13,22,55.45,72.86,94.32,0,low
RX4259,4,6,5,9,14,23,88.82,80.9,100.0,0,medium
